,Movie_Title,Year_of_Release,Director,Genre,Runtime,IMDb_Rating,IMDb_Votes,Metascore,Gross,Plot_Outline
746,The Seventh Horse of the Sun,1992,Director:Shyam Benegal,"Drama, Romance            ",130 min,8,838, , ,"On a lazy afternoon, a man shares his memories of a storyteller friend who once narrated a convoluted love story with intertwined plots. As these plots unravel, reality mixes with fiction."
747,Hero,1983,Director:Subhash Ghai,"Action, Drama, Romance            ",173 min,6.8,833, , ,"After his friend is imprisoned, a hitman kidnaps the daughter of the police commissioner by telling her that he is a police officer."
748,The Last Color,2019,"Directors:Vikas Khanna,Anuj Tyagi",Drama            ,90 min,7.9,832, , ,The film addresses an age old taboo surrounding widows in Vrindavan and Varanasi in India. It deals with how a 9-year old tightrope walker befriends one such widow and promises to add color to her life.
749,Pyaar Tune Kya Kiya...,2001,Director:Rajat Mukherjee,"Drama, Romance, Thriller            ",123 min,5.8,832, , ,A obsessive woman determines to do what it takes to get her lover - at any cost.
750,Police Force: An Inside Story,2004,Director:Dilip Shukla,"Action, Crime, Drama            ",138 min,4.7,758, , ,Senior police officer Pandey is called in to train a new batch of trainee officers that the Indian police force wants to recruit. He does manages to induct some sense of fair-play in these ...                See full summary »
751,Dil Tera Aashiq,1993,Director:Lawrence D'Souza,"Comedy, Drama, Romance            ",151 min,5.1,758, , ,Vijay falls in love with Soniya in the dancing school where both are dance instructors. Thakur who is a confirmed bachelor is also drawn towards Savitri Devi; who is being impersonated by Soniya.
752,Albela,2001,Director:Deepak Sareen,"Comedy, Drama, Romance            ",145 min,3.7,756, , ,"Tony (Govinda), a tour guide, falls in love with one of his clients, Sonia (Aishwarya Rai), and tries to woo her. However, Sonia does not reciprocate his feelings since she is in love with another man."
753,Jeena Sirf Merre Liye,2002,Director:Talat Jani,"Comedy, Romance            ",137 min,4.4,753, , ,Pinky alias Pooja Malhotra (Kareena Kapoor) and Karan (Tusshar Kapoor) are childhood sweethearts. During this time they exchange vows that they will live for each other only. They separate ...                See full summary »
754,Return of Hanuman,2007,Director:Anurag Kashyap,"Animation, Action, Adventure            ",110 min,7.2,752, , ,"A young boy, Minku, ridiculed by his friends, begs the gods to send him down to Earth, and his wish is granted."
755,Tumsa Nahin Dekha,2004,Director:Anurag Basu,"Musical, Romance            ",128 min,4.6,747, , ,"Two men show up at Sardar's home claiming to be his son. As he tries to sort the mess out and identify the imposter so he can be married, the police figure out he is wanted for murdering his brother 20 years ago."
756,Gaja Gamini,2000,Director:M.F. Hussain,"Drama, Fantasy            ",122 min,5,747, , ,"Gaja Gamini, the embodiment of the Indian spirit, inspires artists of all kinds, interacts with and influences the West, and exists through the ages."
757,Veerappan,2016,Director:Ram Gopal Varma,"Action, Biography, Crime            ",125 min,5.3,745, , ,"Officer Kannan leads a group of police officers to track down the bandit, Veerappan."
758,It Happens That Way Too: Part II,2003,Director:Shashanka Ghosh,"Comedy, Crime, Drama            ",137 min,7.3,745, , ,"Revolves around a hapless copywriter torn between his crazy police officer fiancee and his new best friend, a hit man who inadvertently involves him underworld."
759,The Taste of Relation,2009,Director:Mukesh Asopa,"Drama, Family, Mystery            ",87 min,5.6,743, , ,"We see different tastes of relation at different point of life...Some are sweet...Some are salty...Some are sour...but some are very bitter. There is fun, love, emotions, sacrifice, death and lots more. There is one truth ""A service to mankind can be the gift for your life""."
760,Junooniyat,2016,Director:Vivek Agnihotri,"Drama, Romance            ",155 min,4.2,742, , ,"Captain Jahan Bakshi rescues a Punjabi girl, Suhani. This starts a friendship that evolves into a passionate love affair."
761,Jackpot,2013,Director:Kaizad Gustad,"Comedy, Thriller            ",132 min,2,742, , ,There are places in Goa where the rich can easily be fooled out of their money. A group of swindlers take advantage of this and risk everything just to get caught in a web of their own making.
762,Dharam Veer,1977,Director:Manmohan Desai,"Action, Adventure, Comedy            ",165 min,6.7,742, , ,Movie revolves around two brothers who are separated during birth but meet as adults and form a deep friendship. Also about the challenges that test their friendship.
763,Bajatey Raho,2013,Director:Shashant Shah,"Comedy, Drama, Thriller            ",110 min,5.3,740, , ,Surviving family members and friends of a man who was conned by the cunning businessman Sabbarwahl string together a series of their own cons in an attempt to bring him down.
764,Sardar,1993,Director:Ketan Mehta,"Biography, Drama, History            ",175 min,7.9,739, , ,An account of Vallbhbhai Patel's political life while India was taking first steps as an independent country.
765,Gumrah,1993,Director:Mahesh Bhatt,"Action, Crime, Drama            ",149 min,6.2,735, , ,"Roshni Chadha is the only child of Sharda Chhadha, and has no knowledge of the whereabouts of her absconding dad, Prakash Chhadha. Roshni is introduced to Rahul Malhotra and both are ...                See full summary »"
766,One by Two,2014,Director:Devika Bhagat,"Comedy, Drama, Romance            ",139 min,4.2,733, , ,Aspiring musician Amit and dance fanatic Samara get a better insight of what life has in store for them.
767,Shukranu,2020,Director:Bishnu Dev Halder,Drama            ,90 min,6.4,733, , ,"Set in Delhi/UP/Haryana, SHUKRANU is a comic take on the darkest phases of Indian democracy through the encounters of a would-be groom who is forcefully sterilized just days before his much-awaited marriage."
768,Sniffer,2013,Director:Buddhadev Dasgupta,"Adventure, Comedy, Drama            ",137 min,6,732, , ,"This a journey of a detective,his life and how things are to him. His life is about following people, finding though he is still in search for himself, how he connects to the people he meets and gets intertwined in their lives."
769,Roar: Tigers of the Sundarbans,2014,Director:Kamal Sadanah,"Action, Adventure, Sci-Fi            ",123 min,5.6,730, ,$0.08M,"After his photojournalist brother gets killed by a white tigress in the jungles of the Sundarbans, Pandit and his team of commandos enter the prohibited core area of the forest to avenge his death."
770,Ugly Aur Pagli,2008,Director:Sachin Kamlakar Khot,"Comedy, Drama            ",117 min,3.7,728, , ,An Engineering student's life changes drastically after the entry of an alcoholic and spunky woman.
771,Superstar,2008,Director:Rohit Jugraj,"Drama, Romance            ",120 min,6,724, , ,"Kunal Mehra lives a middle-classed lifestyle in Borivali, Mumbai, along with his disapproving dad, Purabi, and supportive mom, Kusum. He has a sweetheart in Mausam, an aspiring Journalist. ...                See full summary »"
772,Chandra Mukhi,1993,Director:Debaloy Dey,"Comedy, Fantasy, Romance            ",152 min,4,722, , ,"Chandra Mukhi (Sridevi), a princess of a heavenly kingdom reaches earth in search of her lost magical leaf. She meets Raja Rai (Salman Khan), and how she influences his life forms the climax."
773,Yakeen,2005,Director:Girish Dhamija,"Drama, Thriller            ",116 min,5.1,718, , ,"Left with amnesia after a car accident, a man (Arjun Rampal) believes his wife (Priyanka Chopra) is having an affair."
774,Elaan,2005,Director:Vikram Bhatt,"Action, Thriller            ",159 min,4.4,718, , ,"Kantilal Shah a Mumbai based businessman is killed by underworld Don Baba Sikander after he fails to pay him the extortion money,Karan adopted son of Kantilal Shah had advised him not to do...                See full summary »"
775,Daag: The Fire,1999,Director:Raj Kanwar,"Action, Drama, Thriller            ",152 min,4.8,718, , ,"Karan, a former soldier tries to extract revenge from a corrupted lawyer. In the process, the lawyer loses his mental balance and Karan needs to treat him to get him killed."
776,Main Azaad Hoon,1989,Director:Tinnu Anand,Drama            ,160 min,7.2,718, , ,A newspaper reporter exploits an ordinary man for few rupees to pose as a man who is fighting against the corrupt politicians and prints imaginary stories in his name to improve the ...                See full summary »
777,Silsiilay,2005,Director:Khalid Mohamed,Drama            ,134 min,4,716, , ,A group of women find solidarity with each other as they negotiate their complicated love-lives.
778,Thanks Maa,2009,Director:Irfan Kamal,"Crime, Drama            ",120 min,7.9,715, , ,A homeless petty thief attempts to find the biological mother of an abandoned baby.
779,I Did Not Kill Gandhi,2005,Director:Jahnu Barua,Drama            ,100 min,7.3,714, , ,"Widowed Uttam Chaudhary lives a comfortable lifestyle with his college-going son, Karan, a daughter, Trisha, who is in love with a South-Indian youth named Ashish Reddy, and an elder son ...                See full summary »"
780,Yeh Raaste Hain Pyaar Ke,2001,Director:Deepak S. Shivdasani,"Action, Drama, Romance            ",149 min,4.1,714, , ,"Two con artistes and car thieves, Vicky (Ajay Devgan) and Sakshi (Preity Zintar) run afoul of Bhanwarlal (Deep Dhillon) and his mob, when they accidentally kill his brother. Bhanwarlal and ...                See full summary »"
781,Satyakam,1969,Director:Hrishikesh Mukherjee,Drama            ,175 min,8.2,711, , ,The tale begins in the final days of the British Raj in India. A cohort of engineering students graduate a few months before Independence. Satyapriya and Naren are among the graduate ...                See full summary »
782,Not a Love Story,2011,Director:Ram Gopal Varma,"Crime, Drama, Thriller            ",100 min,5,710, , ,An aspiring movie actress and her boyfriend are arrested and charged with Homicide.
783,Agni Sakshi,1996,Director:Partho Ghosh,"Drama, Musical, Romance            ",142 min,6.1,710, , ,Newly married Suraj and Shivangi are on honeymoon where they meet Vishwanath - who claims that Shivangi is his wife.
784,Siddharth,2013,Director:Richie Mehta,Drama            ,96 min,7.3,708,72,$0.06M,"A chain-wallah from Delhi travels across India in search of his missing son, in the hopes that whoever took him, returns him unharmed."
785,Chalk N Duster,2016,Director:Jayant Gilatar,Drama            ,130 min,6.5,706, , ,"CHALK N DUSTER is an emotional journey of two teachers Vidya ( Shabana Azmi) & Jyoti ( Juhi Chawla) , serving at a Mumbai - based High School. Their passion and love for teaching, bonds ...                See full summary »"
786,Pitaah,2002,Director:Mahesh Manjrekar,"Action, Drama            ",126 min,6.3,705, , ,Thakur Avadh Narayan Singh rules Shekhapur village.Due to his fear villagers don't dare to go against him for his wrong doings.His son Bhola and Bacchu are also to follow his part who spend...                See full summary »
